Oct 28 (Mon) 15:01 | >>> Station: SomaFM Groove Salad
Oct 28 (Mon) 15:01 |     Quantic - The 5th Exotic
Oct 28 (Mon) 15:01 | === Logging stopped
Oct 28 (Mon) 15:01 | === Logging started
Oct 28 (Mon) 15:01 | >>> Station: SomaFM Groove Salad
Oct 28 (Mon) 15:01 |     Quantic - The 5th Exotic
Oct 28 (Mon) 15:01 |     Quantic - The 5th Exotic (LIKED)
Oct 28 (Mon) 15:05 |     Attic Tree - To Let Go
Oct 28 (Mon) 15:10 |     Jens Buchert - Take Air
Oct 28 (Mon) 15:14 |     Antonio Prosper - In Waves
Oct 28 (Mon) 15:18 | >>> Station: Vaporwaves [SomaFM]
Oct 28 (Mon) 15:18 |     DUCAT & MAITRO - Codeine Lemonade
Oct 28 (Mon) 15:18 | >>> Station: The Trip: [SomaFM]
Oct 28 (Mon) 15:18 |     En Motion - The Truth
Oct 28 (Mon) 15:18 | >>> Station: Synphaera Radio (Space Music)
Oct 28 (Mon) 15:18 |     S1gns Of L1fe - Dimensional Shift
Oct 28 (Mon) 15:19 |     Lars Leonhard - Spaceflight
Oct 28 (Mon) 15:25 |     Transponder - Star Scatter
Oct 28 (Mon) 15:31 |     SomaFM Exo Station ID 06 - Beyond Light
Oct 28 (Mon) 15:31 |     Solaris - Nightbloom Unfolding
Oct 28 (Mon) 15:38 |     Reblooming - Foreboding
Oct 28 (Mon) 15:45 | >>> Station: Downtempo (Secret Agent - SomaFM)
Oct 28 (Mon) 15:45 |     The Egg - Jam Tomorrow
Oct 28 (Mon) 15:45 | >>> Station: SomaFM Groove Salad
Oct 28 (Mon) 15:45 |     Alex Cortiz - Sexy popo
Oct 28 (Mon) 15:46 |     Klangstein - Ganz Leise (Tim Angrave Mix)
Oct 28 (Mon) 15:51 |     Marc Minot - Sunrise
Oct 28 (Mon) 15:55 |     Cuica Laranja Azeda - Sour Orange Cuica
Oct 28 (Mon) 16:01 |     Dzihan & Kamien - Satelite Tank
Oct 28 (Mon) 16:08 |     Big Url: - Broadcasting Around The Worl
Oct 28 (Mon) 16:08 |     Beatlab Digital Feat. Piri - Computer Meltdown
Oct 28 (Mon) 16:13 |     Mirm - Yume
Oct 28 (Mon) 16:17 |     Merge Of Equals - The Impossible Planet
Oct 28 (Mon) 16:22 |     A Positive Life - Calling (Ambient Mix)
Oct 28 (Mon) 16:33 |     Van Basten - Perimitive (Parts 1 & 2)
Oct 28 (Mon) 16:45 |     Ceemix - Com.Unique.Ation
Oct 28 (Mon) 16:51 |     SomaFM Begathon - On the air and commercial free
Oct 28 (Mon) 16:52 |     Big Url: - This Is Groove Salad, With B
Oct 28 (Mon) 16:52 |     Sounds From The Ground - Clover
Oct 29 (Tue) 09:45 |     Zero 7 - Monday Night
Oct 29 (Tue) 09:51 |     Lemongrass - New Beginnings
Oct 29 (Tue) 09:51 |     Zero 7 - Monday Night
Oct 29 (Tue) 09:51 |     Lemongrass - New Beginnings
Oct 29 (Tue) 09:51 |     Zero 7 - Monday Night
Oct 29 (Tue) 09:51 |     Lemongrass - New Beginnings
Oct 29 (Tue) 09:55 |     One Arc Degree - Iron Rain (GS Edit)
Oct 29 (Tue) 09:59 |     D. Batistatos - After Dark
Oct 29 (Tue) 10:03 |     Elak - Remember Me
Oct 29 (Tue) 10:08 |     Galimatias & Joppe - Mintaka
Oct 29 (Tue) 10:13 |     Massive Attack - Heat Miser
Oct 29 (Tue) 10:16 |     Zero One - Search
Oct 29 (Tue) 10:24 |     John Beltran - Decembers Tragedy
Oct 29 (Tue) 10:30 |     Quant - Stimulus
Oct 29 (Tue) 10:36 |     Nosaj Thing - Realize
Oct 29 (Tue) 10:37 |     Big Url: - Free The Phat With A Tasty Plate of Groove Salad
Oct 29 (Tue) 10:37 |     Afterlife - Smooch
Oct 29 (Tue) 10:42 |     Alex Cortiz - Nevaja desert walkabout
Oct 29 (Tue) 10:48 |     yuccabuccA - Hermit
Oct 29 (Tue) 10:52 |     Herbert With Dani Siciliano - The Last Beat
Oct 29 (Tue) 10:58 |     The Irresistible Force - It's Tomorrow Already
Oct 29 (Tue) 13:04 |     Ltj Bukem - Moodswings
Oct 29 (Tue) 13:12 |     Belladonna - Moon Jumping
Oct 29 (Tue) 13:19 |     Headfridge - Nook Nook
Oct 29 (Tue) 13:24 |     Jens Buchert - Hollows
Oct 29 (Tue) 13:28 |     Shaman's Dream - Pranayamystic
Oct 29 (Tue) 13:34 |     SomaFM Begathon - Goto SomaFM Slash Tshirts
Oct 29 (Tue) 13:34 |     Klangstein - Comet
Oct 29 (Tue) 13:38 |     Paradice - Worry Breaker
Oct 29 (Tue) 13:43 |     Tipper - Just As The Sun Went Down
Oct 29 (Tue) 13:46 |     Air - Playground Love (Vibraphone Version)
Oct 29 (Tue) 13:50 |     Hands Upon Black Earth - Heading Home
Oct 29 (Tue) 13:56 |     Daniel Masson - The Backwaters
Oct 29 (Tue) 14:01 |     De-Phazz - Heartfixer
Oct 29 (Tue) 14:04 |     Alex Cortiz - Are You Looking At Me?
Oct 29 (Tue) 14:08 |     Baba Zula - Radio Pirata (Cosmic Metal Mot
Oct 29 (Tue) 14:15 |     Nordlight - Silk And Roses
Oct 29 (Tue) 14:22 |     Eric Hilton - Spiral Aura
Oct 29 (Tue) 14:27 |     Big Url: - Support Groove Salad And Kee
Oct 29 (Tue) 14:27 |     Morgan Page - Under (MP Remix)
Oct 29 (Tue) 14:33 |     Be Noir - Let The Sun Goes With Me
Oct 29 (Tue) 14:39 |     Zenstep - The Impending Far (Cosmic Ice Cream)
Oct 29 (Tue) 14:45 |     Worldwide Groove Corporation - Smoke & Mirrors
Oct 29 (Tue) 14:50 |     Visit Venus - Zoom
Oct 29 (Tue) 14:58 |     D-Echo Project - Wicked Dub (Smooth Genestar Remix)
Oct 29 (Tue) 15:06 |     Bullitnuts - Dark Horse
Oct 29 (Tue) 15:15 |     Millenia Nova - Slow E-Motion Sightseeing
Oct 29 (Tue) 15:23 |     Leggo Beast - Moon Boots
Oct 29 (Tue) 15:29 |     Moss - The Gush Of Boasts
Oct 29 (Tue) 15:34 |     Amon Tobin - Easy Muffin
Oct 29 (Tue) 15:39 |     Big Url: - Remember To Tell Your Friend
Oct 29 (Tue) 15:39 |     Marconi Union - Border Crossing
Oct 29 (Tue) 15:46 |     ten72 - Tithonia
Oct 29 (Tue) 15:51 |     Chris Coco - Onda
Oct 29 (Tue) 15:56 |     Vladi Strecker - Depth of a Moment (Closed Eyes Cut)
Oct 29 (Tue) 16:02 |     Zero 7 - Polaris
Oct 29 (Tue) 16:07 |     Intelligent Jazz - Bionics (Jimpster's Jazz Mix)
Oct 29 (Tue) 16:13 |     Ajja & Cosmosis - Alien Jam
Oct 29 (Tue) 16:23 |     Populous - Bon Bon Pour Les Rappers
Oct 29 (Tue) 16:25 |     Fade - Last drink before i go
Oct 29 (Tue) 16:29 |     Kayatma - Suara
Oct 29 (Tue) 16:37 |     Marc Minot - Sensual but Lethal
Oct 29 (Tue) 16:40 |     Big Url: - Thanks For Listening And Sup
Oct 29 (Tue) 16:40 |     Higher Intelligence Agency - Skank
Oct 29 (Tue) 16:49 |     SomaFM Begathon - We like playing music without commercials
Oct 29 (Tue) 16:50 |     Big Url: - This Is Big Earl, The A I Wi
Oct 29 (Tue) 16:50 |     Polished Chrome - Deep Space
Oct 29 (Tue) 16:56 |     King Of Woolworths - Delia Derbyshire
Oct 29 (Tue) 17:01 |     Terry Bozzio - Melt
Oct 29 (Tue) 17:05 |     Tycho - Jetty
Oct 29 (Tue) 17:09 |     Patchwork - Crisps
Oct 29 (Tue) 17:12 |     The Dining Rooms - Marte
Oct 29 (Tue) 17:14 |     Sounds From The Grounds - Drugstore
Oct 29 (Tue) 17:21 |     One Arc Degree - The Great Chain Of Being
Oct 29 (Tue) 17:25 |     Smokee - Earthsky
Oct 29 (Tue) 17:30 |     Jens Buchert - Sonica (Epilogic Ii)
Oct 29 (Tue) 17:33 |     Smooth Genestar - About Sunset People
Oct 29 (Tue) 17:43 |     Big Url: - Commercial Free, Not Fat Fre
Oct 29 (Tue) 17:43 |     Nightmares On Wax - Argha Noah
Oct 29 (Tue) 17:50 |     Boards Of Canada - Sunshine Recorder
Oct 29 (Tue) 17:56 |     Thomas Lemmer - Ah!
Oct 29 (Tue) 18:01 |     Quantic - Time Is The Enemy
Oct 29 (Tue) 18:05 |     UNN - Metamorphic
Oct 29 (Tue) 18:10 |     Spacefish - Get It On
Oct 29 (Tue) 18:19 |     Air - La Femme D'argent
Oct 29 (Tue) 18:26 |     Cyberchump - Signals
Oct 29 (Tue) 18:31 |     Dr. Toast - Eigentones
Oct 29 (Tue) 18:37 |     Small World - Small World
Oct 29 (Tue) 18:43 |     Kush - I'm Not Myself Lately (Instr.)
Oct 29 (Tue) 18:47 |     Big Url: - Groove Salad, Spreading Love
Oct 29 (Tue) 18:47 |     Setsuna - Lux
Oct 29 (Tue) 18:54 |     Daniel Masson - Les Rubans
Oct 29 (Tue) 18:57 |     Tree Bosier - Dead Leaves Prison
Oct 29 (Tue) 19:00 |     Sounds From The Ground - Anniesland
Oct 29 (Tue) 19:08 |     Rust - Sense of freedom
Oct 29 (Tue) 19:16 |     Emancipator - Minor Cause
Oct 29 (Tue) 19:21 |     Christoph Sebastian Pabst - Morrow
Oct 29 (Tue) 19:24 |     Alex Cortiz - Do Birds Smoke Pot
Oct 29 (Tue) 19:30 |     Tim Angrave - Endless Horizons
Oct 29 (Tue) 19:36 |     Rithma - Opium Dreams
Oct 29 (Tue) 19:40 |     Haring - Canopee
Oct 29 (Tue) 19:45 |     Big Url: - The Vibe Is What You Bring W
Oct 29 (Tue) 19:45 |     Duffer Club - Electraglide
Oct 30 (Wed) 11:06 |     Liminal Drifter - Soothed By Summer
Oct 30 (Wed) 11:11 |     Gold Lounge - Green Land
Oct 30 (Wed) 11:16 |     State Azure - Arcanum
Oct 30 (Wed) 11:19 |     Bounty Ballad - Crisp
Oct 30 (Wed) 11:21 |     Nikosf. - Evergreen
Oct 30 (Wed) 11:28 |     Terminal 3 - Dinner In Coach
Oct 30 (Wed) 11:32 |     Organic Grooves - Cyber-Christ-Electric-Messiah
Oct 30 (Wed) 11:38 |     Smooth Genestar - Movin Night Scapes
Oct 30 (Wed) 12:18 |     Kyoto - Forest Trip
Oct 30 (Wed) 12:21 |     Lypid - The Signs Alive (Fila Brazillia Mix)
Oct 30 (Wed) 12:26 |     Plaid - Buddy
Oct 30 (Wed) 12:32 |     Men O' Harlick - Cuckoo's Nest
Oct 30 (Wed) 12:38 |     Orb - Backside Of The Moon-rmx Steve
Oct 30 (Wed) 12:47 |     Glint - Time
Oct 30 (Wed) 12:52 |     Big Url: - Broadcasting Around The Worl
Oct 30 (Wed) 12:52 |     Ovnimoon - Arcoiris
Oct 30 (Wed) 13:02 |     Tin Box - Diamond Shores
Oct 30 (Wed) 13:08 |     Impuls - Sushi A La Bangalore
Oct 30 (Wed) 13:14 |     Thievery Corporation - Until The Morning
Oct 30 (Wed) 13:17 |     Sound From The Ground - Eclipse On 5th
Oct 30 (Wed) 13:23 |     dZihan & Kamien - Debussy
Oct 30 (Wed) 13:28 |     Supreme Beings Of Leisure - What's The Deal
Oct 30 (Wed) 13:31 |     G.O.L. - Saline Solution
Oct 30 (Wed) 13:38 |     Boards Of Canada - Slow This Bird Down
Oct 30 (Wed) 13:43 |     Luis Junior - Urban Woman
Oct 30 (Wed) 13:52 |     Waldeck - Slaapwagen
Oct 30 (Wed) 14:28 | >>> Station: The Trip: [SomaFM]
Oct 30 (Wed) 14:28 |     Sunshine - The Valley Boy Sunastacia And Rain City (Original Mix)
Oct 30 (Wed) 14:30 | >>> Station: SomaFM Groove Salad
Oct 30 (Wed) 14:30 |     Nighthawks - Hornflakes Diner
Oct 30 (Wed) 14:30 | >>> Station: SomaFM Space Station
Oct 30 (Wed) 14:30 |     Sounds From The Ground - Clover
Oct 30 (Wed) 14:32 |     Zero Cult - Edelweiss
Oct 30 (Wed) 14:41 | >>> Station: SomaFM Groove Salad
Oct 30 (Wed) 14:41 |     Ghosts Of Paraguay - The Swan
Oct 30 (Wed) 14:44 |     Puff Dragon - Refracted Light
Oct 30 (Wed) 14:51 |     Yogi Rulez - Cold Trip
Oct 30 (Wed) 14:55 |     Big Url: - Spinning The Virtual Chill,
Oct 30 (Wed) 14:55 |     Hemisphere - About Suggestion
Oct 30 (Wed) 15:02 |     Aether - Forgive Me
Oct 30 (Wed) 15:04 |     Zoomin' Feat. Fay Sephirah - Purify Myself (Instrumental)
Oct 30 (Wed) 15:08 |     King Of Woolworths - Hub 100
Oct 30 (Wed) 15:14 |     Fade - Yes clear
Oct 30 (Wed) 15:18 |     Evolve - Tantos Maneras
Oct 30 (Wed) 15:24 |     Sounds From The Grounds - Shine
Oct 30 (Wed) 15:29 |     Space Gang - After Midnight
Oct 30 (Wed) 15:32 |     Jens Buchert - Aquanaut
Oct 30 (Wed) 15:36 |     Sine - The Beginning
Oct 30 (Wed) 15:41 |     Smooth Genestar - Jazz, Hop and the rest of that family
Oct 30 (Wed) 15:49 |     Big Url: - This Is Groove Salad On Soma
Oct 30 (Wed) 15:49 |     Potlatch - After Rain
Oct 30 (Wed) 15:52 |     Mb - Woody Green
Oct 30 (Wed) 15:57 |     Chris Joss - By Night
Oct 30 (Wed) 16:01 |     Eric Hilton - Lost Dialect
Oct 30 (Wed) 16:04 |     Natsuko's Lounge Bay - Flamingo Lagoon
Oct 30 (Wed) 16:09 |     Hideo Kobayashi - Lotus : Tribute to Sy Klopps
Oct 30 (Wed) 16:17 |     Alucidnation - Protocol
Oct 30 (Wed) 16:22 |     Attic Tree - Reminisce
Oct 30 (Wed) 16:26 |     Lenny Ibizarre - When the ocean smiles
Oct 30 (Wed) 16:32 |     Rena Jones - Mesmerized
Oct 30 (Wed) 16:37 |     Jose Padilla - Blues For Ibiza
Oct 30 (Wed) 16:42 |     Big Url: - Listener Supported, Commerci
Oct 30 (Wed) 16:42 |     Bering Strait - Romance (Synkro Remix)
Oct 30 (Wed) 16:47 |     Alper - 23 Years
Oct 30 (Wed) 16:50 |     SomaFM Begathon - Most Listened to in the world
Oct 30 (Wed) 16:50 |     Big Url: - Groove Salad. Low In Calorie
Oct 30 (Wed) 16:50 |     Shakatura - Baldoscious Turp (Elphinstone Mix)
Oct 30 (Wed) 16:58 |     Morgan Page - Return To Me
Oct 30 (Wed) 17:00 |     Puff Dragon - Shimmer
Oct 30 (Wed) 17:08 |     Afternoons In Stereo - Tinto Brass
Oct 30 (Wed) 17:13 |     SinQ - Experiments One
Oct 30 (Wed) 17:19 |     T.vs. T - The Secret
Oct 30 (Wed) 17:26 |     Bush - Letting the Cables Sleep (Nightmares On Wax Remix)
Oct 30 (Wed) 17:31 |     Ilya Maksimov - Mayak
Oct 31 (Thu) 07:23 |     Chris Zippel - Mirror Dawn
Oct 31 (Thu) 07:25 |     Zane Tate - Late Night Storm (Previously Unreleased)
Oct 31 (Thu) 07:29 |     William Orbit - Atom Dream
Oct 31 (Thu) 07:32 |     Amba - Moonbathing
Oct 31 (Thu) 07:38 |     Cantoma - Under The Stars
Oct 31 (Thu) 07:38 | === Logging stopped
Nov 14 (Thu) 02:41 | === Logging started
Nov 14 (Thu) 02:41 | >>> Station: SomaFM Groove Salad
Nov 14 (Thu) 02:41 |     State Azure - Exile
Nov 14 (Thu) 02:41 | === Logging stopped
Nov 14 (Thu) 02:41 | === Logging started
Nov 14 (Thu) 02:41 | >>> Station: SomaFM Groove Salad
Nov 14 (Thu) 02:41 |     State Azure - Exile
Nov 14 (Thu) 02:41 |     State Azure - Exile (LIKED)
Nov 14 (Thu) 02:41 | === Logging stopped
Dec 17 (Tue) 12:06 | === Logging started
Dec 17 (Tue) 12:06 | >>> Station: SomaFM Groove Salad
Dec 17 (Tue) 12:06 |     Solee - Legends (Slow Motion Mix)
Dec 17 (Tue) 12:06 |     Solee - Legends (Slow Motion Mix) (LIKED)
Dec 17 (Tue) 12:06 | === Logging stopped
Jan 02 (Thu) 09:59 | === Logging started
Jan 02 (Thu) 09:59 | >>> Station: Dance Wave Retro!
Jan 02 (Thu) 09:59 |     All about Dance before 2000!
Jan 02 (Thu) 09:59 |     All about Dance before 2000! (LIKED)
Jan 02 (Thu) 09:59 | === Logging stopped
Jan 02 (Thu) 10:55 | === Logging started
Jan 02 (Thu) 10:55 | >>> Station: Radio Paradise - Eclectic Mix
Jan 02 (Thu) 10:55 |     Cochemea - Mitote
Jan 02 (Thu) 10:55 |     Cochemea - Mitote (LIKED)
Jan 02 (Thu) 10:55 | === Logging stopped
Jan 02 (Thu) 10:57 | === Logging started
Jan 02 (Thu) 10:57 | >>> Station: Radio Paradise - Eclectic Mix
Jan 02 (Thu) 10:57 |     Kíla - Wandering Fish
Jan 02 (Thu) 10:57 |     Kíla - Wandering Fish (LIKED)
Jan 02 (Thu) 10:57 | === Logging stopped
Jan 06 (Mon) 13:11 | === Logging started
Jan 06 (Mon) 13:11 | >>> Station: - 0 N - New Wave on Radio
Jan 06 (Mon) 13:11 |     INXS - Suicide Blonde 
Jan 06 (Mon) 13:11 |     INXS - Suicide Blonde  (LIKED)
Jan 06 (Mon) 13:11 | === Logging stopped
Jan 27 (Mon) 10:47 | === Logging started
Jan 27 (Mon) 10:47 | >>> Station: SomaFM Groove Salad
Jan 27 (Mon) 10:47 |     Nelson Vaz - In Your Room Tonight
Jan 27 (Mon) 10:47 |     Nelson Vaz - In Your Room Tonight (LIKED)
Jan 27 (Mon) 10:47 | === Logging stopped
Jan 30 (Thu) 20:18 | === Logging started
Jan 30 (Thu) 20:18 | >>> Station: Synphaera Radio (Space Music)
Jan 30 (Thu) 20:18 |     K. Markov - Exotic Landscape
Jan 30 (Thu) 20:18 |     K. Markov - Exotic Landscape (LIKED)
Jan 30 (Thu) 20:18 | === Logging stopped
Feb 02 (Sun) 19:49 | === Logging started
Feb 02 (Sun) 19:49 | >>> Station: SomaFM Groove Salad
Feb 02 (Sun) 19:49 |     State Azure - Converging
Feb 02 (Sun) 19:49 |     State Azure - Converging (LIKED)
Feb 02 (Sun) 19:49 | === Logging stopped
Feb 03 (Mon) 19:06 | === Logging started
Feb 03 (Mon) 19:06 | >>> Station: Synphaera Radio (Space Music)
Feb 03 (Mon) 19:06 |     Extraworld - Hypothetical Moon
Feb 03 (Mon) 19:06 |     Extraworld - Hypothetical Moon (LIKED)
Feb 03 (Mon) 19:06 | === Logging stopped
Feb 19 (Wed) 14:27 | === Logging started
Feb 19 (Wed) 14:27 | >>> Station: SomaFM Groove Salad
Feb 19 (Wed) 14:27 |     Franco Molinari - Volare
Feb 19 (Wed) 14:27 |     Franco Molinari - Volare (LIKED)
Feb 19 (Wed) 14:27 | === Logging stopped
Feb 20 (Thu) 12:25 | === Logging started
Feb 20 (Thu) 12:25 | >>> Station: WRIX Electric City Bluegrass 
Feb 20 (Thu) 12:25 |     Backline - Shadow Drift
Feb 20 (Thu) 12:25 |     Backline - Shadow Drift (LIKED)
Feb 20 (Thu) 12:25 | === Logging stopped
Feb 20 (Thu) 13:43 | === Logging started
Feb 20 (Thu) 13:43 | >>> Station: WRIX Electric City Bluegrass
Feb 20 (Thu) 13:43 |     Iron Horse - The Unforgiven
Feb 20 (Thu) 13:43 |     Iron Horse - The Unforgiven (LIKED)
Feb 20 (Thu) 13:43 | === Logging stopped
Feb 21 (Fri) 12:04 | === Logging started
Feb 21 (Fri) 12:04 | >>> Station: WRIX Electric City Bluegrass
Feb 21 (Fri) 12:04 |     Specail Consensus - Wild Montana Skies
Feb 21 (Fri) 12:04 |     Specail Consensus - Wild Montana Skies (LIKED)
Feb 21 (Fri) 12:04 | === Logging stopped
Feb 21 (Fri) 12:37 | === Logging started
Feb 21 (Fri) 12:37 | >>> Station: WRIX Electric City Bluegrass
Feb 21 (Fri) 12:37 |     The King James Boys - He's Holding On To Me
Feb 21 (Fri) 12:37 |     The King James Boys - He's Holding On To Me (LIKED)
Feb 21 (Fri) 12:37 | === Logging stopped
Feb 25 (Tue) 12:07 | === Logging started
Feb 25 (Tue) 12:07 | >>> Station: WRIX Electric City Bluegrass
Feb 25 (Tue) 12:07 |     Atkins & Loudermilk - Swing Low Sweet Chariot
Feb 25 (Tue) 12:07 |     Atkins & Loudermilk - Swing Low Sweet Chariot (LIKED)
Feb 25 (Tue) 12:07 | === Logging stopped
Feb 25 (Tue) 14:53 | === Logging started
Feb 25 (Tue) 14:53 | >>> Station: Radio Caprice Bluegrass
Feb 25 (Tue) 14:53 |     Doc Watson - Sweet Heaven When I Die
Feb 25 (Tue) 14:53 |     Doc Watson - Sweet Heaven When I Die (LIKED)
Feb 25 (Tue) 14:53 | === Logging stopped
Feb 25 (Tue) 15:15 | === Logging started
Feb 25 (Tue) 15:15 | >>> Station: Radio Caprice Bluegrass
Feb 25 (Tue) 15:15 |     Dierks Bentley - Up On The Ridge
Feb 25 (Tue) 15:15 |     Dierks Bentley - Up On The Ridge (LIKED)
Feb 25 (Tue) 15:15 | === Logging stopped
